,title,description,date,aid,bvid,time,length,play,typeid,comment,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like,dislike,no_reprint,copyright,typename,section,sub-section
0,【香港真相大起底】暴力乱港实录,"【香港真相大起底】暴力乱港实录
来源：https://youtu.be/5--ZkniKXfU
https://weibo.com/7327928667/IgXRmiZMl",2019-11-20 12:48:34,76394931,BV1cJ411274r,1574254114,09:27,8992394,96.0,35208.0,8992581,209735,35208,325359,490507,358359,0,1,560603,0,1,1,星海-科技,科技,星海
1,今天新闻联播，12条连发批美国国会参议院通过“香港人权与民主法案”,"CCTV
全国人大外事委员会就美国国会参议院通过“2019年香港人权与民主法案”发表声明
外交部发言人就美国国会参议院通过“香港人权与民主法案”发表谈话
国务院港澳办强烈抗议和谴责美国国会参议院通过“香港人权与民主法案”
香港中联办就美国参议院通过“2019年香港人权与民主法案”发表声明
全国政协外事委员会就美国国会参议院通过“香港人权与民主法案”发表声明
外交部驻港公署负责人强烈谴责美参议院通过涉港议案
香港特区政府：对美参院做法极度遗憾
专家：美国双重标准 粗暴干涉中国内政
后面还有四条字数",2019-11-20 13:53:30,76410258,BV19J411174N,1574258010,13:58,800292,96.0,5398.0,800292,8098,5398,8295,12270,8393,0,0,56974,0,0,2,星海-科技,科技,星海
2,【中国有故事 第10集】一条铁路永流传,"什么是兄弟？
并肩战斗，患难与共。
我有难处时，你即使自己也身处困境，仍毫不迟疑地伸出援手。
有一条遥远的铁路，见证了这样一段兄弟情。
1976年，一条跨越“地球伤疤”东非大裂谷的铁路，建成通车。为了它，建设者们走“大象走的路”，在2米多高的草里穿梭；有的人牺牲时，连妻子刚寄来的布鞋都没来得及试穿……
无论挑战自然要付出什么代价，无论远离祖国有多少纸短情长，他们都义无反顾。因为，中国与非洲是好兄弟。
倒转时光的车轮，让我们回到近半个世纪之前，进入“阿中哥哥”当年的非洲故事……",2019-11-21 06:04:03,76467274,BV13J41127xi,1574316243,03:59,69992,124.0,17.0,69992,0,17,408,1662,226,0,0,10470,0,1,1,趣味科普人文-科技,科技,趣味科普人文
3,警方公布英驻香港总领馆雇员嫖娼审讯视频：不存在刑讯逼供,"来源：https://youtu.be/K5gIlWAheG4
https://weibo.com/2803301701/Ihfn6Bang
【警方公布英驻香港总领馆雇员嫖娼审讯视频：不存在刑讯逼供】就英方声称因嫖娼被深圳警方拘留的英国驻香港总领馆雇员郑文杰“遭酷刑”等不公正对待问题，深圳警方表示，郑文杰因违反《中华人民共和国治安管理处罚法》第六十六条规定，被警方处行政拘留15日，其对嫖娼的违法事实供认不讳。其半月内3次嫖娼，因觉丢脸选择不通知家人。",2019-11-21 09:13:38,76485537,BV1bJ41127Wb,1574327618,02:11,778339,96.0,2406.0,778339,1965,2406,2230,4597,3355,0,0,33379,0,1,1,星海-科技,科技,星海
4,中国人唱给美国的魔性RAP,"中国人唱给美国的魔性RAP
YouTube：https://youtu.be/jfblr3cM6h0",2019-11-21 14:48:08,76524390,BV1zJ411271R,1574347688,02:05,4792629,28.0,10023.0,4792689,11507,10023,268705,469804,72069,0,2,554046,0,1,1,原创音乐-音乐,音乐,原创音乐
5,【日本語吹替版】6年前のアニメは今の香港事件を予言しました,"sm35983053
前两天团团发了一个《这部动画曾因不切实际被人嘲讽，但6年后现实却打了所有人的脸！》的视频av75993929，得到了不错的反响。最近又小朋友发现在niconico上有网友对这个视频进行了日语翻译，咱们来看看有没有内味。sm35983053
youtube：https://youtu.be/eQpuLi85Uak",2019-11-22 02:42:11,76558189,BV1XJ411R714,1574390531,06:15,772741,27.0,2434.0,772744,2116,2434,7972,5510,3540,0,0,43712,0,0,2,综合-动画,动画,综合
6,【杜甫 | 剑器行  三无Marblue、祖娅纳惜、玄觞、以冬、竹桑、云泣】一舞剑器动四方！大道逢侠project,"作词：杜甫（唐）
作曲：西门振
编曲：西门振
演唱：三无Marblue，祖娅纳惜，玄觞，云の泣，以冬，竹桑
混音：小吴太太
尺八/笛子/箫：丁晓逵 
二胡：金玥
画师：小海浪、冷冻汤圆、慕白
美术：舒念慈
PV：小航
企划：汐音社

【合唱】
昔有佳人公孙氏，一舞剑器动四方。 
观者如山色沮丧，天地为之久低昂。 

【三无】
昔有佳人公孙氏，一舞剑器动四方。 
观者如山色沮丧，天地为之久低昂。 
霍如羿射九日落，矫如群帝骖龙翔。 
来如雷霆收震怒，罢如江海凝清光。

【祖娅纳惜】
绛唇珠袖两寂寞，晚有弟子",2019-11-23 10:00:54,76450224,BV1jJ4112768,1574503254,03:56,645517,28.0,2140.0,645521,3443,2140,41193,43048,5207,0,0,61221,0,1,1,原创音乐-音乐,音乐,原创音乐
7,香港警察：你们吃面包，我去吃海底捞！结果他们真去了……,"https://youtu.be/7TKePSVqios
香港警察：你们吃面包，我去深圳吃海底捞！结果他们真去了……还发了微博，带图的……",2019-11-23 14:36:26,76775549,BV1wJ411o73s,1574519786,00:50,7001286,96.0,10935.0,7001312,12966,10935,64813,48614,61808,0,10,330447,0,0,2,星海-科技,科技,星海
8,香港警务处处长邓炳强：香港警队有信心完成止暴制乱任务,"CNTV
专访香港特区政府警务处处长邓炳强：香港警队有信心完成止暴制乱任务",2019-11-24 05:09:19,76838810,BV1bJ411971u,1574572159,02:12,320052,96.0,764.0,320056,399,764,911,2029,369,0,0,25383,0,0,2,星海-科技,科技,星海
9,【天府事变】选择【唱给香港】,【未来尚可《选择》！唱给香港的说唱MV来了】这不是香港原有的样子，也不是香港未来的样子。“这是一段艰难的时间，你经受着考验。但是我也相信，你已经做出了最好的选择。”转发，行动起来不让香港再受伤！,2019-11-24 13:50:36,76877449,BV1SJ411972j,1574603436,02:16,1006369,28.0,1788.0,1006369,2503,1788,40254,74477,6822,0,0,101238,0,1,1,原创音乐-音乐,音乐,原创音乐
10,【团团有话说】“青春饭”，你还能吃多久？,"近日，《90后的青春饭，已经吃完了？》火爆网络，文中提出了“新媒体人的28岁，相当于普通职人的50岁”，谈到了在新兴行业工作的“年龄大”人员的窘境。文末留言，还有许多其他行业从业人员谈起了自己的“青春饭”。
青春饭，《辞海》中解释：曾意味着是吃“脸蛋儿”的职业。而新“青春饭”大多集中在新经济领域，更多是凭借自己的知识和才干。你认同吗？ 到底什么是“青春饭”？“青春饭”的保质期到底有多久？这碗饭到底该怎么吃？本期《团团有话说》征集了众多粉丝的评论，和大家谈谈这个陌生而又熟悉的“青春饭”。",2019-11-25 01:21:29,76947515,BV1VJ411R78w,1574644889,03:57,125063,21.0,894.0,125063,423,894,355,1638,320,0,0,10778,0,1,1,日常-生活,生活,日常
11,3分钟读懂《反家庭暴力法》,"全国妇联
3分钟读懂《反家庭暴力法》",2019-11-26 09:52:21,77107340,BV1HJ411X7Nx,1574761941,03:00,161388,124.0,1985.0,161388,333,1985,3366,2910,2824,0,0,25904,0,0,2,趣味科普人文-科技,科技,趣味科普人文
12,《华服抄》随风轻逸，莲步生情（绝美华服小姐姐MV付）,"原曲：锦鲤抄
华服小姐姐：东瓜嘀嘀
摄影：流云蕊
音乐出品：予你诗话工作室
字幕：-九老板-",2019-11-26 10:35:22,77087288,BV1NJ411X74i,1574764522,02:07,782431,158.0,2024.0,782432,1722,2024,36054,25130,6505,0,39,57922,0,1,1,服饰-时尚,时尚,服饰
13,【普通话X闽南话X客家话】国台办新任发言人朱凤莲亮相,"央视新闻
【普通话X闽南话X客家话】国台办新任发言人朱凤莲亮相",2019-11-27 07:04:07,77201944,BV1DJ411X7jW,1574838247,00:41,361031,21.0,2290.0,361032,965,2290,1516,2231,1300,0,0,27387,0,0,2,日常-生活,生活,日常
14,耿爽三次发问：这样的美国，能和中国相提并论吗？,"央视新闻
耿爽三次发问：这样的美国，能和中国相提并论吗？",2019-11-28 03:34:09,77290655,BV1KJ41197Fb,1574912049,04:37,1515836,96.0,4459.0,1515854,5869,4459,10796,12573,4906,0,0,78304,0,0,2,星海-科技,科技,星海
15,【《中国有故事》第11集】寻觅 “最早的中国”,中国发端于何时？中华民族的起源在哪里？为了弄清这些问题，考古队员们开启了一段“下了火车骑毛驴，一日三餐窝窝头”的日子。随着无数散落的陶片被拼接还原，“二里头”掩藏着的重大秘密逐渐显现出来：这里曾有中国最早的“紫禁城”。我们翻开这本3500年前留下的无字“地书”，去寻觅“最早的中国”……,2019-11-28 05:18:52,77298289,BV1MJ41197RZ,1574918332,03:21,93700,124.0,664.0,93700,141,664,636,1864,180,0,0,12315,0,1,1,趣味科普人文-科技,科技,趣味科普人文
16,一分钱也计较，医保代表“买菜式砍价谈判”替老百姓砍价,"央视新闻
【一分钱也计较，医保代表“买菜式砍价谈判”替老百姓砍价】央视独家记录医保药品目录谈判过程",2019-11-28 05:56:59,77303301,BV1JJ41197vm,1574920619,05:00,682085,21.0,4048.0,682085,3924,4048,7406,11881,5852,0,0,53576,0,0,2,日常-生活,生活,日常
17,耿爽谈反制美涉港法案：该来的早晚会来,"外交部
【耿爽谈反制美涉港法案：该来的早晚会来】美国总统特朗普签署“香港人权与民主法案”，中方表示将对美方进行坚决反制。对于记者关于反制措施是否立即出台的提问，耿爽表示：对于美方干涉中国内政、损害中方利益的行径，中方必将采取有力措施坚决反制。任何人都不要低估中方维护国家主权、安全、发展利益的坚定决心，也不要低估中方贯彻“一国两制”方针、维护香港繁荣稳定的坚定决心。至于反制措施有哪些、何时出台，请保持关注，该来的早晚会来。",2019-11-28 15:16:39,77363037,BV1mJ411D7R9,1574954199,00:46,465944,96.0,3082.0,465944,284,3082,1549,3109,1125,0,0,31289,0,0,2,星海-科技,科技,星海
18,【打击洋垃圾】大连海关退运3700余吨洋垃圾，中国不是洋垃圾的堆放场。,"海关发布
【走私洋垃圾入境，你的良心不会痛吗？】来源不明的旧衣服，沾满细菌，成为结核、霍乱等疾病的传染源；电子垃圾包含1000多种不同有毒有害物质成分……处理“洋垃圾”，使我们的河水被污染，土壤重金属超标，天空变得灰霾。大连海关退运3700余吨洋垃圾 ，中国不是洋垃圾的堆放场。打击洋垃圾，捍卫我们的“绿水青山”。",2019-12-02 09:19:12,77806424,BV1mJ411z7vo,1575278352,01:08,558550,21.0,1747.0,558551,715,1747,1817,3822,790,0,0,44349,0,0,2,日常-生活,生活,日常
19,【回放】展望2020的世界与中国【金灿荣、郑若麟、李绍先】,【回放】展望2020的世界与中国,2019-12-03 13:30:55,77929401,BV1yJ411q7LY,1575379855,102:15,853787,96.0,2201.0,853793,29232,2201,22187,19478,3810,0,57,35785,0,1,1,星海-科技,科技,星海
20,金灿荣：“印吹”“越吹”？,"金灿荣：“印吹”“越吹”？
完整版av77929401",2019-12-03 16:03:47,77975146,BV1mJ411q7Yk,1575389027,00:53,677517,96.0,5708.0,677520,1633,5708,4296,8084,2949,0,0,37213,0,1,1,星海-科技,科技,星海
21,【中国有故事】“糖丸”的味道,"【中国有故事 “糖丸”的味道】半个多世纪前，为了对抗大面积侵袭全国的流行病，在云南花红洞的一片荒山中，几位病毒学家默默炼起了“仙丹”。
饲养员饿得去偷实验猿猴的饲料做口粮；还有的研究人员不惜用自己年幼的孩子来做药物实验。
在这样艰苦卓绝的条件下，他们却成就了一项“甜蜜的事业”。",2019-12-05 02:22:54,78105054,BV1tJ411B7rD,1575512574,03:59,168780,124.0,1727.0,168781,1974,1727,3106,9033,1011,0,0,27071,0,1,1,趣味科普人文-科技,科技,趣味科普人文
22,华春莹：“9·11”事件殷鉴不远　美方不要好了伤疤忘了痛,"外交部
华春莹：“9·11”事件殷鉴不远，美方不要好了伤疤忘了痛。长期驱逐、屠戮和迫害印第安人，他们的良知在哪里？",2019-12-05 02:49:47,78108022,BV18J411B7jc,1575514187,01:00,1083802,96.0,2986.0,1083806,1424,2986,5627,4841,2248,0,0,41721,0,0,2,星海-科技,科技,星海
23,中国强大是利用美国的钱做到的？华春莹：太可笑了！,"【中国强大是利用美国的钱做到的？华春莹：太可笑了！】“外交部发言人办公室”消息，在12月4日外交部例行记者会上，有记者问：据报道，有美国领导人近日称，中国已非常强大，这很大程度上是利用美国的钱做到的。中方对此有何评论？
　　华春莹：这个说法太可笑了！环顾全球，这个世界上有哪个国家有能力用钱来重建一个中国？太可笑了！中国发展的成就可不是从天上掉下来的，也不是靠什么人、什么国家恩赐施舍的，而是全体中国人民用自己的勤劳、汗水、智慧和勇气干出来的。",2019-12-05 02:50:03,78107150,BV18J411B7z2,1575514203,00:56,132334,96.0,890.0,132334,162,890,552,1138,244,0,0,11473,0,0,2,星海-科技,科技,星海
24,华春莹请外国媒体把中国人民强烈呼声传递给美国普通民众,"外交部
华春莹：我刚听说今天美联社等几家外国媒体在直播。我想拜托你们，向普通的美国民众传递一个信息。你们知道中国的普通人是如何看待美国议会刚刚通过的这个愚蠢的法案吗？他们是这么看的：美国把阿富汗搞乱了，把伊拉克搞乱了，把叙利亚搞乱了，把也门也搞乱了，现在他们又想来搞乱中国的新疆和香港。这只是他们的一厢情愿和痴心妄想，绝对不可能得逞！我希望你们把中国人民发自内心的强烈呼声传递给美国普通民众。谢谢！",2019-12-05 02:59:04,78108476,BV18J411B7xD,1575514744,00:55,1105820,96.0,4159.0,1105826,1902,4159,5430,6179,1711,0,0,67658,0,0,2,星海-科技,科技,星海
25,【中国新疆 反恐前沿】CGTN特别呈现,"CGTN
【CGTN特别呈现：中国新疆 反恐前沿】中国新疆，位于亚洲中部的十字路口，极端主义和恐怖主义构成巨大挑战，代价则是人们的生命。这一切如何滥觞？政府与人民又会付出怎样的代价？请看CGTN纪录片《中国新疆 反恐前沿》↓警告：部分案件和画面属于首次公布，可能引起不适，请慎重观看。",2019-12-06 11:12:31,78266046,BV11J411i7Qf,1575630751,50:02,1419241,96.0,2410.0,1419251,0,2410,60578,34067,45507,0,0,99143,0,0,2,星海-科技,科技,星海
26,【杜锋】他们的故事，跟你的一样,,2019-12-07 01:00:57,78309491,BV1SJ411i7rS,1575680457,02:47,97037,124.0,298.0,97038,143,298,318,1478,246,0,0,12512,0,1,1,趣味科普人文-科技,科技,趣味科普人文
27,向佐：愿凭每一个香港人的努力，还原这颗东方之珠的光芒,【向佐：愿凭每一个香港人的努力，还原这颗东方之珠的光芒】出国留学被排斥，他努力用运动证明自己；回国后对武术感兴趣，经过6年的刻苦训练，得到了很多前辈的认可；乱港分子破坏香港，他积极发声守护香港。他用自己的亲身经历展现中国人不屈不挠的精神，和灼热的家国情怀。,2019-12-08 14:02:28,78562932,BV14J411v7mt,1575813748,08:19,223865,96.0,758.0,223865,595,758,1395,4373,648,0,0,26379,0,1,1,星海-科技,科技,星海
28,"我很失望！华春莹问""你们有谁看过吗？""，外媒无一举手","外交部
我很失望！华春莹问""你们有谁看过吗？""，外媒无一举手",2019-12-09 14:04:30,78676686,BV1jJ411y74u,1575900270,04:54,3588769,96.0,5377.0,3588838,26,5376,28261,33224,7920,0,8,200252,0,0,2,星海-科技,科技,星海
29,外交部：美国不仅是当今世界的超级大国，还是超级谎言制造者和散播者,"央视新闻
外交部：美国不仅是当今世界的超级大国，还是超级谎言制造者和散播者。",2019-12-10 12:18:48,78778449,BV1mJ411y71Q,1575980328,02:34,549701,96.0,2058.0,549702,943,2058,2467,3976,1245,0,0,40094,0,0,2,星海-科技,科技,星海
30,澳门城市大学《七子之歌--澳门》MV发布,"澳门城市大学
【暖心！澳门城市大学《七子之歌--澳门》MV发布】“你可知Macau，不是我真姓，我离开你太久了母亲……”1999年12月20日，五星红旗飘扬在澳门上空，离散400多年的游子—澳门终回祖国怀抱。澳城大师生献唱《七子之歌--澳门》，为回归大庆献礼，把对祖国母亲爱都唱进了歌里，一起来欣赏吧～",2019-12-11 11:16:49,78883934,BV1EJ411177J,1576063009,02:06,383870,31.0,1973.0,383870,1619,1973,9999,13131,2723,0,0,45451,0,0,2,翻唱-音乐,音乐,翻唱
31,【中国有故事第13集】“拉勾”的希望……,"【中国有故事第13集】“拉勾”的希望……
“拉钩上吊，一百年不许变！”这句童谣，地球人小时候都说过。可是，谁会因为这句话改变了一生？范明珠就是这样。在看不见曙光的日子里，一次简简单单的拉勾，曾经唤起了她所有的希望。“希望工程”不知不觉间，这项事业竟已迈过了30年时光。我们再次翻开那本旧相册，去追寻一个温暖的故事……",2019-12-12 00:30:45,78936132,BV1CJ411k7DN,1576110645,04:00,63193,124.0,154.0,63193,81,154,399,1589,294,0,0,11380,0,1,1,趣味科普人文-科技,科技,趣味科普人文
32,【启明|裂天、汐音社】年代有不屈天光，一笔一划写作华夏,"【启明|裂天、汐音社】年代有不屈天光，一笔一划写作华夏

企划/制作：汐音社
作词：公子无央
作曲/编曲：纪粹希
演唱：裂天
箫：丁晓逵
和声编写/和声：斯大王
混音：睡不着的大叔
剪辑：卿白
美术：舒念慈

向惊涛骇浪问何为东方？
环伺群狼或一些饭袋酒囊？
颤抖着听不得了的轨道上铁兽轰响，①
但年代永远有不屈天光。

被炮火与烟馆烧出苦相，
可你看虎门的烟杀至云上！②
有人敢孤勇地印出第一行世界真相，③
有人敢为时代背井离乡。④

你可还懂得东方？如果我少年依旧昂扬，
踏上夸父的步，赤掌学大圣之狂，
蔑",2019-12-12 09:00:48,78935440,BV1yJ411k73k,1576141248,03:49,183894,28.0,30.0,183896,0,30,9208,12103,1123,0,0,24345,0,1,1,原创音乐-音乐,音乐,原创音乐
33,82年了……,"当照片墙上的灯一盏盏熄灭，见证者正逐渐凋零，但这段悲痛的历史不容忘却！
愿逝者安息，和平永存……
制作：@江苏共青团、@南京师范大学团委",2019-12-12 16:00:04,78985363,BV1uJ411C7gF,1576166404,03:47,473203,37.0,4799.0,473203,5011,4799,10414,44806,11009,0,0,0,0,1,1,人文历史-纪录片,纪录片,人文历史
34,【藏】南京大屠杀死难者国家公祭日【风鸣社】,一段特殊的经历牵扯出了女主人公82年前的回忆。如今时光变迁，她所处的环境早已今非昔比，但是有些人却永远被留在了历史长河中。,2019-12-13 00:00:10,78993619,BV1cJ411C7Dg,1576195210,08:50,1268044,47.0,7488.0,1268045,24442,7488,76154,134633,16849,0,3,196977,0,1,1,短片·手书·配音-动画,动画,短片·手书·配音
35,【预告 | 关注青少年权益保护】儿童模特、涉童家暴、性侵未成年人……,【预告 | 关注青少年权益保护】儿童模特、涉童家暴、性侵未成年人……12月16日起每周一晚21：55分，由@共青团中央 权益部指导，中央广播电视总台社会与法频道推出的重点年度节目《成长启示录》正式开播。真实案例记录成长的故事，权威发布传递法治的力量。,2019-12-15 08:17:43,79364230,BV1xJ411k7uo,1576397863,00:31,61207,37.0,376.0,61207,21,376,228,1086,263,0,0,12381,0,1,1,人文历史-纪录片,纪录片,人文历史
36,美女科学家在团中央做化学实验！,美女科学家在团中央做化学实验！,2019-12-15 13:46:36,79410156,BV1zJ411k72H,1576417596,00:10,248041,124.0,780.0,248041,67,780,309,1332,384,0,0,16086,0,1,1,趣味科普人文-科技,科技,趣味科普人文
37,【团团直播间】青春助力中国 科技改变世界,【团团直播间】青春助力中国 科技改变世界,2019-12-16 07:40:36,79484201,BV1gJ41167rQ,1576482036,94:23,30012,39.0,80.0,30012,116,80,158,792,169,0,0,7769,0,1,1,演讲· 公开课-科技,科技,演讲· 公开课
38,2019王毅外长九大名场面,"燃新闻
2019王毅外长九大名场面",2019-12-16 08:36:35,79495965,BV1sJ41167as,1576485395,02:01,1400793,96.0,1782.0,1400810,2803,1782,23633,16915,4242,0,55,102460,0,0,2,星海-科技,科技,星海
39,【回放|团团直播间】青春奋进新时代 创新创业报国家,【回放|团团直播间】青春奋进新时代 创新创业报国家,2019-12-17 02:37:06,79576230,BV1mJ411678y,1576550226,85:17,30532,39.0,64.0,30532,36,64,132,810,215,0,0,7268,0,1,1,演讲· 公开课-科技,科技,演讲· 公开课
40,【成长启示录① 童模】“日入过万”的诱惑和隐忧,【日入过万、一年赚房？童模休学现象引社会热议】#成长启示录#深入调查童模行业，多位业内人士均表示“一年赚几套房”不是传说。在政府部门的监管下，童模行业正在日益走向规范，但在童模拍摄基地，仍有部分童模家长对相关规定和社会关注表示不理解，有的甚至继续让孩子休学工作。对此，专家提醒，应重新审视价值观和成功观，不能把挣钱和成功划等号，更不要忽视了孩子的身心健康！,2019-12-17 08:22:24,79604551,BV1oJ41167eh,1576570944,36:01,176091,37.0,2815.0,176091,2937,2815,1726,2123,924,0,0,16627,0,1,1,人文历史-纪录片,纪录片,人文历史
41,双倍快乐！耿爽、吴谦同框,"燃视频
双倍快乐！耿爽、吴谦同框",2019-12-18 02:38:04,79694367,BV1fJ41147wG,1576636684,01:04,882552,96.0,1204.0,882572,1611,1204,6196,5100,925,0,77,61435,0,0,2,星海-科技,科技,星海
42,【青课2019】探寻中华文明源头,"大家都知道中华文明是号称有5000年的文明史，但是这种5000年的文明史究竟是历史的真实，还是只是个传说，有什么根据？作为考古学家，有责任通过考古的资料，来探寻中华民族早期的历史，这也是我领衔做15年“中华文明探源工程”的初衷。所以今天我主要向大家介绍最近这些年一些重要的考古发现，介绍5000年前后中华文明是怎么样由孕育到初步的萌芽产生发展的。

今天让我们走进《青课》——中国考古协会理事长王巍《探寻中华文明源头》。",2019-12-18 07:03:04,79715114,BV1RJ41147ta,1576652584,64:05,90145,39.0,941.0,90145,996,941,2965,2501,567,0,0,14129,0,1,1,演讲· 公开课-科技,科技,演讲· 公开课
43,【中国有故事 第14集】国宝又“活”了,"有一件国宝，既“上得厅堂”，又“下得厨房”。它被称为“新中国第一份国礼”，也是老百姓饭桌上冒着热气的涮肉小锅。就是这么一件值得被“安利”的好物，在70多年前，差点儿消失不见。
但国宝就是国宝，即使“隐匿”在老北京的地摊儿上，也能让人一眼发现，爱不释手。一对夫妻听闻它的身世，更是当机立断，决定挽救。
这对独具慧眼的夫妻是谁？他们带上爱徒决心挽救的是什么样的国宝级工艺？让我们跟随讲述人去描摹景泰蓝重生的故事。",2019-12-19 06:12:36,79825061,BV1BJ411t7Sw,1576735956,04:00,70238,124.0,228.0,70238,127,228,558,1516,237,0,0,12398,0,1,1,趣味科普人文-科技,科技,趣味科普人文
44,【溯梦·归乡】澳门回归20周年纪【Braska、昼夜、流浪的蛙蛙、裂天】,"溯梦•归乡
——纪念澳门回归20周年
出品：广东共青团
作词：青娱-刘玲瑜
作曲：青娱-易凌
演唱：Braska 昼夜 流浪的蛙蛙 裂天
制作：青娱文化
（Braska）
君可知 我本华夏少年郎   
先秦钦点稚子 南海濠镜澳登堂
（昼夜）
慈母膝前 崇德向善 礼祀炎黄
未曾想 少小离家 跟随烽烟流浪

（流浪的蛙蛙）
妈祖阁前 当时未解沧桑
渔港落霞晚  舸舰(gě jiàn)始向东方
（裂天）
少年有志 披肝沥胆 携剑抗列强
将“执着不屈”纹于最滚烫胸膛

（Braska&昼夜）
听海月乘风 将碧螺吹",2019-12-19 12:20:40,79829637,BV16J411t7gd,1576758040,04:25,101637,28.0,601.0,101637,375,601,5005,7075,1252,0,0,19366,0,1,1,原创音乐-音乐,音乐,原创音乐
45,【澳门回归20周年】你可知Macau不是我真姓……,【澳门回归20周年】你可知Macau不是我真姓……,2019-12-19 14:24:22,79878959,BV11J411t7gs,1576765462,12:52,204658,96.0,0.0,204658,0,0,3748,7610,1333,0,0,28430,0,1,1,星海-科技,科技,星海
46,习近平与大家合唱《歌唱祖国》,"CCTV13
庆祝澳门回归20周年晚会，习近平与大家合唱《歌唱祖国》",2019-12-19 15:57:24,79892426,BV1fJ411t736,1576771044,01:21,1021573,96.0,63.0,1021593,0,63,11109,21499,4066,0,39,108137,0,0,2,星海-科技,科技,星海
47,《守护》 庆祝澳门回归20周年,"守护

一生沐你荣光  我们守护着爱
用千年和万里  注释你的胸怀
你的名字 给我骄傲 和无尽的豪迈
长路漫漫 不负时光 赴下一场山海

原来有一种爱 可将冰山劈开
原来这一种爱 都可创造未来
从前我最 爱看星空 闪出璀璨的梦
让我再次 放眼天空 情义无限放送

守护着爱 与梦同在
同根同祖同血脉 龙的丰采
守护着爱 彼此依赖
不弃不离不徘徊 放飞期待

冥冥之中注定 我们守护着爱
用青春和热血 铸就所有精彩

无穷智慧 满布心中 创出不朽的梦
步履我会 去放轻松 爱心全力播种

守护着爱 与梦同在 
同",2019-12-20 01:00:50,79881097,BV12J411t7oY,1576803650,04:25,86681,28.0,347.0,86681,282,347,1222,2631,604,0,0,16500,0,1,1,原创音乐-音乐,音乐,原创音乐
48,【Rap】我的名字叫澳门（Ao Men）,"【Rap】我的名字叫澳门（Ao Men）
https://youtu.be/3AETy1O9RRQ",2019-12-20 02:00:08,79882303,BV12J411t7uh,1576807208,02:36,491467,28.0,1240.0,491467,1497,1240,18015,24604,2485,0,0,57080,0,1,1,原创音乐-音乐,音乐,原创音乐
49,习近平：中国内政用不着任何外部势力指手画脚,"人民日报
习近平：我要在此强调的是，香港、澳门回归祖国后，处理这两个特别行政区的事务完全是中国内政，用不着任何外部势力指手画脚。中国政府和中国人民维护国家主权、安全、发展利益的意志坚如磐石，我们绝不允许任何外部势力干预香港、澳门事务！",2019-12-20 03:31:37,79922533,BV1uJ411b74K,1576812697,01:03,1647675,96.0,1541.0,1647759,1,1541,11622,29351,4238,0,0,159454,0,0,2,星海-科技,科技,星海
50,2019年国防部霸气回应合集,"中国军视网
2019年国防部霸气回应合集",2019-12-20 18:42:02,80023520,BV1ZJ411x7EU,1576867322,01:44,436832,96.0,862.0,436833,700,862,7178,5707,1678,0,0,35458,0,0,2,星海-科技,科技,星海
51,今日冬至，吃饺子还是吃汤圆？,今日冬至，吃饺子还是吃汤圆？,2019-12-22 07:26:26,80218478,BV17J411s7KN,1576999586,05:30,103183,124.0,2784.0,103183,960,2784,457,1946,675,0,0,15769,0,1,1,趣味科普人文-科技,科技,趣味科普人文
